doctor_id,name,specialization,years_experience,department,availability_status
5516,Dr. Khan,Neurology,4,OPD,Unavailable
5517,Dr. Iyer,Neurology,6,General,Available
5518,Dr. Singh,Pediatrics,36,Surgery,Available
5519,Dr. Patel,Neurology,29,Surgery,Available
5520,Dr. Gupta,Neurology,20,Surgery,Available
5521,Dr. Gupta,Cardiology,19,Surgery,Unavailable
5522,Dr. Reddy,Pediatrics,9,Emergency,Unavailable
5523,Dr. Iyer,Cardiology,26,Surgery,Unavailable
5524,Dr. Joshi,Neurology,36,General,Unavailable
5525,Dr. Joshi,Pediatrics,7,OPD,Unavailable
5526,Dr. Das,Cardiology,19,OPD,Available
5527,Dr. Das,Dermatology,30,,Unavailable
5528,Dr. Gupta,Radiology,32,Surgery,Available
5529,Dr. Reddy,Radiology,7,Emergency,Unavailable
5530,Dr. Sharma,Pediatrics,2,General,Available
5531,Dr. Joshi,Cardiology,14,OPD,Available
5532,Dr. Iyer,Dermatology,8,OPD,Unavailable
5533,Dr. Reddy,Orthopedics,3,OPD,Unavailable
5534,Dr. Joshi,Dermatology,36,Emergency,Unavailable
5535,Dr. Iyer,Neurology,37,Surgery,Available
5536,Dr. Iyer,Dermatology,31,OPD,Unavailable
5537,Dr. Das,Cardiology,11,Surgery,Unavailable
5538,Dr. Sharma,Psychiatry,2,General,Available
5539,Dr. Das,Orthopedics,2,General,Available
5540,Dr. Iyer,Orthopedics,9,OPD,Available
5541,Dr. Gupta,Pediatrics,27,OPD,Unavailable
5542,Dr. Reddy,Psychiatry,7,OPD,Available
5543,Dr. Khan,Psychiatry,15,OPD,Available
5544,Dr. Das,Radiology,3,General,Unavailable
5545,Dr. Singh,Dermatology,19,Emergency,Available
5546,Dr. Reddy,Cardiology,34,General,Unavailable
5547,Dr. Reddy,Cardiology,19,Surgery,Unavailable
5548,Dr. Iyer,Neurology,0,OPD,Available
5549,Dr. Patel,Radiology,0,Emergency,Unavailable
5550,Dr. Reddy,Neurology,35,General,Unavailable
5551,Dr. Iyer,Neurology,23,OPD,Available
5552,Dr. Iyer,Dermatology,3,Surgery,Available
5553,Dr. Patel,Psychiatry,10,Surgery,Unavailable
5554,Dr. Patel,Cardiology,24,Surgery,Unavailable
5555,Dr. Iyer,Dermatology,3,Surgery,Available
5556,Dr. Gupta,Cardiology,23,Emergency,Unavailable
5557,Dr. Mehta,Psychiatry,20,General,Available
5558,Dr. Joshi,Cardiology,36,OPD,Unavailable
5559,Dr. Joshi,Orthopedics,25,OPD,Unavailable
5560,Dr. Sharma,Radiology,28,Surgery,Available
5561,Dr. Das,Radiology,13,OPD,Available
5562,Dr. Joshi,Pediatrics,20,Emergency,Available
5563,Dr. Gupta,Dermatology,18,Emergency,Available
5564,Dr. Gupta,Pediatrics,24,Surgery,Unavailable
5565,Dr. Khan,Cardiology,1,OPD,Unavailable
5566,Dr. Khan,Orthopedics,21,Emergency,Available
5567,Dr. Mehta,Pediatrics,5,,Unavailable
5568,Dr. Joshi,Cardiology,32,Surgery,Available
5569,Dr. Mehta,Psychiatry,38,Surgery,Unavailable
5570,Dr. Gupta,Radiology,28,Surgery,Unavailable
5571,Dr. Iyer,Pediatrics,13,Emergency,Unavailable
5572,Dr. Mehta,Pediatrics,1,Emergency,Unavailable
5573,Dr. Iyer,Pediatrics,7,OPD,Available
5574,Dr. Khan,Dermatology,32,Surgery,Unavailable
5575,Dr. Das,Neurology,10,General,Unavailable
5576,Dr. Sharma,Radiology,7,Surgery,Available
5577,Dr. Mehta,Orthopedics,24,Surgery,Available
5578,Dr. Das,Radiology,15,OPD,Unavailable
5579,Dr. Das,Dermatology,6,Surgery,Unavailable
5580,Dr. Sharma,Pediatrics,33,Emergency,Available
5581,Dr. Sharma,Orthopedics,39,Surgery,Unavailable
5582,Dr. Das,Pediatrics,1,General,Available
5583,Dr. Singh,Psychiatry,38,General,Available
5584,Dr. Joshi,Cardiology,37,Emergency,Available
5585,Dr. Joshi,Cardiology,2,General,Unavailable
5586,Dr. Joshi,Pediatrics,8,Emergency,Available
5587,Dr. Sharma,Pediatrics,6,General,Available
5588,Dr. Joshi,Orthopedics,0,Emergency,Available
5589,Dr. Mehta,Cardiology,25,Emergency,Unavailable
5590,Dr. Sharma,Pediatrics,25,Emergency,Unavailable
5591,Dr. Iyer,Neurology,29,OPD,Available
5592,Dr. Gupta,Cardiology,20,Surgery,Available
5593,Dr. Reddy,Psychiatry,14,Surgery,Available
5594,Dr. Patel,Orthopedics,11,Surgery,Unavailable
5595,Dr. Gupta,Orthopedics,9,Emergency,Available
5596,Dr. Reddy,Orthopedics,25,OPD,Available
5597,Dr. Patel,Radiology,20,Surgery,Unavailable
5598,Dr. Reddy,Neurology,32,OPD,Available
5599,Dr. Mehta,Psychiatry,10,Surgery,Available
5600,Dr. Das,Orthopedics,3,OPD,Available
5601,Dr. Joshi,Dermatology,0,General,Unavailable
5602,Dr. Iyer,Dermatology,35,Emergency,Unavailable
5603,Dr. Mehta,Psychiatry,9,Surgery,Unavailable
5604,Dr. Joshi,Neurology,38,General,Unavailable
5605,Dr. Das,Cardiology,24,Surgery,Unavailable
5606,Dr. Gupta,Radiology,33,Emergency,Unavailable
5607,Dr. Singh,Radiology,15,Surgery,Available
5608,Dr. Mehta,Psychiatry,37,Surgery,Unavailable
5609,Dr. Das,Pediatrics,5,General,Available
5610,Dr. Mehta,Radiology,33,OPD,Unavailable
5611,Dr. Sharma,Radiology,29,Surgery,Unavailable
5612,Dr. Singh,Radiology,8,General,Available
5613,Dr. Singh,Neurology,1,General,Available
5614,Dr. Khan,Radiology,7,General,Available
5615,Dr. Patel,Psychiatry,16,OPD,Unavailable
5616,Dr. Gupta,Orthopedics,20,Emergency,Available
5617,Dr. Singh,Dermatology,2,OPD,Available
5618,Dr. Patel,Pediatrics,1,OPD,Available
5619,Dr. Reddy,Pediatrics,38,Surgery,Unavailable
5620,Dr. Iyer,Psychiatry,32,OPD,Unavailable
5621,Dr. Joshi,Neurology,13,Emergency,Available
5622,Dr. Patel,Neurology,33,General,Unavailable
5623,Dr. Das,Dermatology,30,OPD,Available
5624,Dr. Joshi,Orthopedics,24,Emergency,Unavailable
5625,Dr. Sharma,Orthopedics,38,Emergency,Unavailable
5626,Dr. Das,Orthopedics,32,General,Unavailable
5627,Dr. Sharma,Cardiology,24,Emergency,Available
5628,Dr. Reddy,Neurology,27,General,Available
5629,Dr. Iyer,Orthopedics,33,Emergency,Available
5630,Dr. Reddy,Pediatrics,13,Surgery,Unavailable
5631,Dr. Sharma,Cardiology,2,Surgery,Unavailable
5632,Dr. Singh,Neurology,4,OPD,Unavailable
5633,Dr. Khan,Pediatrics,16,Emergency,Available
5634,Dr. Singh,Pediatrics,22,Surgery,Unavailable
5635,Dr. Patel,Cardiology,2,General,Available
5636,Dr. Das,Orthopedics,3,Emergency,Unavailable
5637,Dr. Khan,Neurology,16,Surgery,Unavailable
5638,Dr. Gupta,Dermatology,33,Emergency,Unavailable
5639,Dr. Patel,Psychiatry,16,General,Unavailable
5640,Dr. Khan,Neurology,24,Surgery,Unavailable
5641,Dr. Gupta,Radiology,25,OPD,Available
5642,Dr. Singh,Radiology,33,OPD,Unavailable
5643,Dr. Iyer,Psychiatry,30,OPD,Available
5644,Dr. Joshi,Pediatrics,3,OPD,Unavailable
5645,Dr. Joshi,Cardiology,17,General,Available
5646,Dr. Gupta,Orthopedics,19,General,Available
5647,Dr. Das,Cardiology,20,Surgery,Available
5648,Dr. Khan,Dermatology,7,Emergency,Unavailable
5649,Dr. Iyer,Neurology,10,General,Unavailable
5650,Dr. Patel,Pediatrics,13,OPD,Available
5651,Dr. Mehta,Pediatrics,16,OPD,Available
5652,Dr. Das,Cardiology,11,OPD,Unavailable
5653,Dr. Iyer,Radiology,14,OPD,Unavailable
5654,Dr. Khan,Neurology,1,OPD,Available
5655,Dr. Mehta,Pediatrics,0,General,Available
5656,Dr. Khan,Radiology,30,General,Available
5657,Dr. Reddy,Cardiology,29,Surgery,Unavailable
5658,Dr. Iyer,Pediatrics,35,General,Unavailable
5659,Dr. Sharma,Pediatrics,18,Emergency,Unavailable
5660,Dr. Iyer,Cardiology,12,General,Available
5661,Dr. Iyer,Psychiatry,32,Surgery,Available
5662,Dr. Singh,Radiology,14,Emergency,Unavailable
5663,Dr. Das,Orthopedics,12,General,Available
5664,Dr. Mehta,Psychiatry,3,,Unavailable
5665,Dr. Sharma,Psychiatry,19,OPD,Unavailable
5666,Dr. Das,Cardiology,19,Emergency,Unavailable
5667,Dr. Joshi,Cardiology,37,Emergency,Unavailable
5668,Dr. Iyer,Neurology,22,Emergency,Unavailable
5669,Dr. Das,Dermatology,27,Emergency,Available
5670,Dr. Mehta,Cardiology,17,OPD,Available
5671,Dr. Mehta,Psychiatry,1,OPD,Available
5672,Dr. Patel,Radiology,37,General,Available
5673,Dr. Iyer,Pediatrics,32,General,Unavailable
5674,Dr. Patel,Orthopedics,19,General,Available
5675,Dr. Singh,Psychiatry,12,OPD,Available
5676,Dr. Sharma,Dermatology,21,General,Unavailable
5677,Dr. Sharma,Psychiatry,28,OPD,Available
5678,Dr. Joshi,Radiology,34,General,Unavailable
5679,Dr. Reddy,Radiology,15,Surgery,Unavailable
5680,Dr. Khan,Cardiology,35,,Available
5681,Dr. Patel,Orthopedics,19,OPD,Unavailable
5682,Dr. Mehta,Pediatrics,18,Surgery,Unavailable
5683,Dr. Patel,Cardiology,27,General,Unavailable
5684,Dr. Iyer,Dermatology,10,General,Available
5685,Dr. Mehta,Neurology,35,General,Available
5686,Dr. Singh,Psychiatry,30,OPD,Available
5687,Dr. Sharma,Psychiatry,1,Emergency,Unavailable
5688,Dr. Reddy,Cardiology,25,Surgery,Available
5689,Dr. Patel,Radiology,18,OPD,Unavailable
5690,Dr. Mehta,Cardiology,3,OPD,Available
5691,Dr. Sharma,Pediatrics,8,OPD,Unavailable
5692,Dr. Iyer,Orthopedics,7,General,Available
5693,Dr. Iyer,Orthopedics,30,OPD,Unavailable
5694,Dr. Mehta,Cardiology,16,OPD,Available
5695,Dr. Patel,Orthopedics,20,Emergency,Unavailable
5696,Dr. Sharma,Orthopedics,6,Emergency,Unavailable
5697,Dr. Mehta,Orthopedics,38,Surgery,Available
5698,Dr. Sharma,Pediatrics,16,OPD,Unavailable
5699,Dr. Gupta,Neurology,33,OPD,Unavailable
5700,Dr. Joshi,Radiology,32,General,Unavailable
5701,Dr. Patel,Pediatrics,37,Emergency,Unavailable
5702,Dr. Gupta,Orthopedics,22,Emergency,Available
5703,Dr. Khan,Orthopedics,2,OPD,Unavailable
5704,Dr. Singh,Neurology,14,General,Available
5705,Dr. Patel,Cardiology,16,Surgery,Unavailable
5706,Dr. Patel,Cardiology,12,Surgery,Unavailable
5707,Dr. Mehta,Dermatology,21,,Available
5708,Dr. Patel,Cardiology,14,OPD,Available
5709,Dr. Khan,Orthopedics,23,Surgery,Available
5710,Dr. Joshi,Radiology,39,General,Unavailable
5711,Dr. Sharma,Dermatology,4,Surgery,Unavailable
5712,Dr. Iyer,Neurology,31,General,Available
5713,Dr. Khan,Orthopedics,15,OPD,Unavailable
5714,Dr. Khan,Neurology,18,General,Unavailable
5715,Dr. Iyer,Dermatology,3,General,Available
5716,Dr. Joshi,Pediatrics,28,Emergency,Available
5717,Dr. Das,Neurology,12,Emergency,Unavailable
5718,Dr. Joshi,Pediatrics,26,OPD,Available
5719,Dr. Gupta,Pediatrics,32,Emergency,Available
5720,Dr. Gupta,Pediatrics,7,Emergency,Unavailable
5721,Dr. Das,Neurology,35,Emergency,Available
5722,Dr. Singh,Psychiatry,19,General,Available
5723,Dr. Das,Radiology,35,Emergency,Unavailable
5724,Dr. Reddy,Psychiatry,37,OPD,Unavailable
5725,Dr. Khan,Pediatrics,36,OPD,Unavailable
5726,Dr. Das,Dermatology,5,OPD,Unavailable
5727,Dr. Joshi,Radiology,35,Surgery,Available
5728,Dr. Singh,Cardiology,2,OPD,Unavailable
5729,Dr. Gupta,Dermatology,30,Surgery,Unavailable
5730,Dr. Singh,Neurology,16,OPD,Unavailable
5731,Dr. Patel,Dermatology,13,OPD,Unavailable
5732,Dr. Joshi,Orthopedics,26,General,Available
5733,Dr. Iyer,Cardiology,38,Emergency,Unavailable
5734,Dr. Joshi,Radiology,28,Emergency,Available
5735,Dr. Reddy,Orthopedics,0,Emergency,Unavailable
5736,Dr. Reddy,Neurology,25,General,Unavailable
5737,Dr. Joshi,Pediatrics,33,Emergency,Available
5738,Dr. Mehta,Psychiatry,5,General,Unavailable
5739,Dr. Mehta,Orthopedics,26,Emergency,Unavailable
5740,Dr. Iyer,Dermatology,34,General,Available
5741,Dr. Reddy,Cardiology,26,General,Unavailable
5742,Dr. Gupta,Cardiology,23,Emergency,Unavailable
5743,Dr. Patel,Pediatrics,9,General,Unavailable
5744,Dr. Singh,Radiology,18,General,Available
5745,Dr. Khan,Psychiatry,10,OPD,Unavailable
5746,Dr. Khan,Psychiatry,15,Emergency,Unavailable
5747,Dr. Patel,Radiology,12,OPD,Available
5748,Dr. Khan,Psychiatry,31,Surgery,Available
5749,Dr. Reddy,Orthopedics,2,OPD,Available
5750,Dr. Das,Dermatology,17,Surgery,Available
5751,Dr. Mehta,Psychiatry,33,Emergency,Unavailable
5752,Dr. Joshi,Radiology,8,Surgery,Unavailable
5753,Dr. Sharma,Orthopedics,29,Emergency,Available
5754,Dr. Singh,Cardiology,13,,Available
5755,Dr. Joshi,Dermatology,2,Emergency,Available
5756,Dr. Das,Neurology,0,General,Unavailable
5757,Dr. Reddy,Neurology,2,OPD,Available
5758,Dr. Iyer,Orthopedics,36,OPD,Unavailable
5759,Dr. Mehta,Orthopedics,12,Emergency,Unavailable
5760,Dr. Gupta,Dermatology,10,OPD,Unavailable
5761,Dr. Khan,Orthopedics,12,OPD,Available
5762,Dr. Reddy,Orthopedics,19,Surgery,Available
5763,Dr. Sharma,Radiology,10,Emergency,Unavailable
5764,Dr. Gupta,Psychiatry,36,OPD,Available
5765,Dr. Singh,Psychiatry,26,Surgery,Unavailable
5766,Dr. Joshi,Neurology,7,OPD,Available
5767,Dr. Patel,Pediatrics,15,General,Unavailable
5768,Dr. Singh,Orthopedics,12,Emergency,Available
5769,Dr. Khan,Radiology,17,Surgery,Available
5770,Dr. Patel,Dermatology,33,Surgery,Unavailable
5771,Dr. Reddy,Cardiology,3,Emergency,Unavailable
5772,Dr. Reddy,Psychiatry,13,,Unavailable
5773,Dr. Joshi,Radiology,39,OPD,Unavailable
5774,Dr. Joshi,Orthopedics,28,General,Unavailable
5775,Dr. Singh,Orthopedics,36,General,Unavailable
5776,Dr. Mehta,Orthopedics,15,General,Unavailable
5777,Dr. Iyer,Dermatology,24,Surgery,Unavailable
5778,Dr. Patel,Orthopedics,10,General,Available
5779,Dr. Patel,Psychiatry,13,Surgery,Available
5780,Dr. Iyer,Dermatology,9,,Available
5781,Dr. Das,Radiology,16,General,Unavailable
5782,Dr. Singh,Psychiatry,2,,Unavailable
5783,Dr. Mehta,Pediatrics,16,Emergency,Unavailable
5784,Dr. Gupta,Cardiology,28,General,Available
5785,Dr. Das,Cardiology,26,Surgery,Available
5786,Dr. Joshi,Psychiatry,18,Surgery,Unavailable
5787,Dr. Sharma,Pediatrics,21,Emergency,Unavailable
5788,Dr. Patel,Radiology,14,Surgery,Available
5789,Dr. Singh,Psychiatry,20,General,Unavailable
5790,Dr. Das,Radiology,17,OPD,Unavailable
5791,Dr. Das,Radiology,9,Emergency,Unavailable
5792,Dr. Iyer,Radiology,39,General,Unavailable
5793,Dr. Mehta,Radiology,38,General,Unavailable
5794,Dr. Patel,Psychiatry,15,OPD,Unavailable
5795,Dr. Mehta,Radiology,1,OPD,Unavailable
5796,Dr. Iyer,Dermatology,11,OPD,Available
5797,Dr. Das,Cardiology,5,General,Unavailable
5798,Dr. Khan,Neurology,32,Surgery,Unavailable
5799,Dr. Das,Pediatrics,28,Emergency,Unavailable
5800,Dr. Joshi,Neurology,1,Surgery,Unavailable
5801,Dr. Khan,Psychiatry,27,General,Unavailable
5802,Dr. Khan,Dermatology,4,OPD,Available
5803,Dr. Singh,Radiology,14,Surgery,Unavailable
5804,Dr. Mehta,Radiology,17,Surgery,Unavailable
5805,Dr. Mehta,Psychiatry,13,Emergency,Available
5806,Dr. Reddy,Neurology,39,General,Available
5807,Dr. Gupta,Pediatrics,15,Emergency,Unavailable
5808,Dr. Patel,Radiology,25,Surgery,Unavailable
5809,Dr. Khan,Radiology,22,Emergency,Available
5810,Dr. Gupta,Pediatrics,15,OPD,Unavailable
5811,Dr. Patel,Orthopedics,7,Surgery,Unavailable
5812,Dr. Reddy,Radiology,1,General,Unavailable
5813,Dr. Joshi,Cardiology,24,Surgery,Available
5814,Dr. Gupta,Cardiology,16,Surgery,Unavailable
5815,Dr. Das,Dermatology,12,,Available
5816,Dr. Sharma,Cardiology,16,General,Unavailable
5817,Dr. Das,Pediatrics,28,Surgery,Available
5818,Dr. Sharma,Radiology,16,Emergency,Available
5819,Dr. Sharma,Psychiatry,8,Emergency,Available
5820,Dr. Singh,Radiology,7,OPD,Unavailable
5821,Dr. Joshi,Dermatology,34,General,Available
5822,Dr. Iyer,Psychiatry,18,Surgery,Available
5823,Dr. Reddy,Cardiology,1,Surgery,Available
5824,Dr. Khan,Neurology,33,Surgery,Unavailable
5825,Dr. Singh,Orthopedics,17,Surgery,Unavailable
5826,Dr. Mehta,Dermatology,33,Emergency,Available
5827,Dr. Reddy,Dermatology,14,,Available
5828,Dr. Das,Cardiology,12,Surgery,Unavailable
5829,Dr. Patel,Psychiatry,38,Emergency,Available
5830,Dr. Mehta,Psychiatry,34,General,Unavailable
5831,Dr. Joshi,Orthopedics,14,OPD,Unavailable
5832,Dr. Joshi,Psychiatry,36,General,Available
5833,Dr. Singh,Orthopedics,13,OPD,Unavailable
5834,Dr. Reddy,Cardiology,23,Emergency,Available
5835,Dr. Khan,Pediatrics,20,Surgery,Unavailable
5836,Dr. Sharma,Psychiatry,14,Surgery,Available
5837,Dr. Singh,Neurology,26,General,Available
5838,Dr. Mehta,Cardiology,9,General,Unavailable
5839,Dr. Patel,Dermatology,35,OPD,Available
5840,Dr. Reddy,Psychiatry,30,Emergency,Available
5841,Dr. Das,Orthopedics,16,Surgery,Available
5842,Dr. Mehta,Pediatrics,32,,Unavailable
5843,Dr. Das,Cardiology,5,Surgery,Available
5844,Dr. Gupta,Neurology,24,OPD,Unavailable
5845,Dr. Gupta,Psychiatry,6,General,Available
5846,Dr. Iyer,Dermatology,10,OPD,Unavailable
5847,Dr. Patel,Neurology,31,OPD,Unavailable
5848,Dr. Sharma,Neurology,12,Emergency,Available
5849,Dr. Mehta,Orthopedics,2,OPD,Unavailable
5850,Dr. Khan,Radiology,33,OPD,Unavailable
5851,Dr. Patel,Dermatology,21,Surgery,Unavailable
5852,Dr. Khan,Radiology,2,Surgery,Available
5853,Dr. Khan,Radiology,20,OPD,Available
5854,Dr. Patel,Orthopedics,38,OPD,Unavailable
5855,Dr. Singh,Dermatology,37,General,Available
5856,Dr. Das,Neurology,36,OPD,Available
5857,Dr. Das,Dermatology,18,Surgery,Available
5858,Dr. Mehta,Neurology,21,General,Unavailable
5859,Dr. Gupta,Orthopedics,2,Surgery,Available
5860,Dr. Mehta,Neurology,1,General,Available
5861,Dr. Iyer,Pediatrics,16,General,Unavailable
5862,Dr. Iyer,Psychiatry,33,General,Unavailable
5863,Dr. Khan,Radiology,30,OPD,Available
5864,Dr. Iyer,Cardiology,24,Emergency,Available
5865,Dr. Reddy,Orthopedics,8,Emergency,Available
5866,Dr. Iyer,Cardiology,17,Surgery,Available
5867,Dr. Singh,Orthopedics,33,General,Available
5868,Dr. Mehta,Orthopedics,16,OPD,Unavailable
5869,Dr. Sharma,Dermatology,16,Emergency,Unavailable
5870,Dr. Reddy,Pediatrics,0,Emergency,Unavailable
5871,Dr. Iyer,Orthopedics,15,General,Unavailable
5872,Dr. Das,Pediatrics,17,Surgery,Unavailable
5873,Dr. Das,Cardiology,23,Emergency,Unavailable
5874,Dr. Mehta,Dermatology,6,Surgery,Available
5875,Dr. Khan,Orthopedics,22,General,Available
5876,Dr. Reddy,Pediatrics,18,,Available
5877,Dr. Mehta,Dermatology,4,OPD,Unavailable
5878,Dr. Das,Orthopedics,24,Emergency,Unavailable
5879,Dr. Das,Cardiology,7,OPD,Unavailable
5880,Dr. Mehta,Pediatrics,39,General,Unavailable
5881,Dr. Gupta,Orthopedics,33,Surgery,Unavailable
5882,Dr. Iyer,Orthopedics,20,Surgery,Available
5883,Dr. Singh,Pediatrics,22,OPD,Unavailable
5884,Dr. Reddy,Pediatrics,16,General,Unavailable
5885,Dr. Reddy,Pediatrics,17,Surgery,Unavailable
5886,Dr. Sharma,Pediatrics,7,General,Unavailable
5887,Dr. Joshi,Pediatrics,38,OPD,Unavailable
5888,Dr. Gupta,Radiology,37,OPD,Unavailable
5889,Dr. Singh,Pediatrics,16,Emergency,Unavailable
5890,Dr. Sharma,Dermatology,8,OPD,Unavailable
5891,Dr. Singh,Orthopedics,13,General,Available
5892,Dr. Mehta,Dermatology,31,General,Unavailable
5893,Dr. Reddy,Cardiology,10,Emergency,Unavailable
5894,Dr. Sharma,Dermatology,25,General,Available
5895,Dr. Patel,Radiology,22,General,Unavailable
5896,Dr. Das,Neurology,10,Emergency,Unavailable
5897,Dr. Gupta,Neurology,22,,Unavailable
5898,Dr. Das,Cardiology,21,Emergency,Unavailable
5899,Dr. Iyer,Radiology,14,General,Unavailable
5900,Dr. Das,Radiology,15,Emergency,Unavailable
5901,Dr. Gupta,Cardiology,38,Surgery,Available
5902,Dr. Das,Pediatrics,7,OPD,Available
5903,Dr. Joshi,Orthopedics,29,OPD,Available
5904,Dr. Singh,Radiology,38,General,Available
5905,Dr. Singh,Pediatrics,34,Emergency,Available
5906,Dr. Khan,Neurology,21,Surgery,Unavailable
5907,Dr. Sharma,Neurology,24,Emergency,Available
5908,Dr. Reddy,Neurology,18,Surgery,Unavailable
5909,Dr. Patel,Radiology,30,Surgery,Available
5910,Dr. Gupta,Dermatology,24,Surgery,Unavailable
5911,Dr. Sharma,Psychiatry,25,OPD,Unavailable
5912,Dr. Joshi,Cardiology,30,General,Available
5913,Dr. Reddy,Cardiology,12,General,Available
5914,Dr. Reddy,Pediatrics,10,OPD,Unavailable
5915,Dr. Joshi,Radiology,37,General,Unavailable
5916,Dr. Joshi,Pediatrics,33,OPD,Unavailable
5917,Dr. Mehta,Radiology,23,Emergency,Available
5918,Dr. Das,Pediatrics,28,Emergency,Available
5919,Dr. Singh,Cardiology,12,Emergency,Unavailable
5920,Dr. Mehta,Pediatrics,32,OPD,Available
5921,Dr. Gupta,Neurology,20,Emergency,Unavailable
5922,Dr. Das,Pediatrics,19,OPD,Available
5923,Dr. Joshi,Pediatrics,33,Surgery,Unavailable
5924,Dr. Sharma,Dermatology,22,General,Unavailable
5925,Dr. Sharma,Orthopedics,2,Emergency,Available
5926,Dr. Iyer,Radiology,8,OPD,Unavailable
5927,Dr. Singh,Pediatrics,23,Surgery,Unavailable
5928,Dr. Khan,Cardiology,28,General,Unavailable
5929,Dr. Mehta,Pediatrics,14,Emergency,Available
5930,Dr. Gupta,Orthopedics,5,OPD,Unavailable
5931,Dr. Reddy,Cardiology,17,Surgery,Unavailable
5932,Dr. Gupta,Neurology,3,Emergency,Available
5933,Dr. Das,Pediatrics,34,OPD,Available
5934,Dr. Sharma,Orthopedics,38,Surgery,Available
5935,Dr. Patel,Radiology,22,Emergency,Available
5936,Dr. Gupta,Dermatology,34,General,Available
5937,Dr. Joshi,Dermatology,16,OPD,Unavailable
5938,Dr. Sharma,Orthopedics,24,General,Available
5939,Dr. Reddy,Orthopedics,6,OPD,Unavailable
5940,Dr. Mehta,Neurology,30,OPD,Available
5941,Dr. Mehta,Radiology,37,OPD,Available
5942,Dr. Patel,Neurology,30,Surgery,Unavailable
5943,Dr. Khan,Psychiatry,25,General,Available
5944,Dr. Khan,Dermatology,33,Surgery,Unavailable
5945,Dr. Reddy,Psychiatry,31,General,Available
5946,Dr. Das,Cardiology,17,OPD,Unavailable
5947,Dr. Joshi,Dermatology,4,Emergency,Unavailable
5948,Dr. Iyer,Cardiology,38,OPD,Unavailable
5949,Dr. Sharma,Orthopedics,28,OPD,Available
5950,Dr. Singh,Pediatrics,4,OPD,Available
5951,Dr. Patel,Cardiology,23,General,Unavailable
5952,Dr. Mehta,Pediatrics,7,Surgery,Unavailable
5953,Dr. Patel,Psychiatry,22,Surgery,Unavailable
5954,Dr. Joshi,Orthopedics,13,General,Unavailable
5955,Dr. Das,Radiology,18,Surgery,Unavailable
5956,Dr. Das,Orthopedics,32,OPD,Unavailable
5957,Dr. Khan,Orthopedics,13,Surgery,Available
5958,Dr. Reddy,Cardiology,35,OPD,Unavailable
5959,Dr. Gupta,Cardiology,31,OPD,Available
5960,Dr. Mehta,Orthopedics,9,OPD,Available
5961,Dr. Gupta,Cardiology,33,OPD,Unavailable
5962,Dr. Das,Orthopedics,22,General,Unavailable
5963,Dr. Mehta,Cardiology,20,Emergency,Unavailable
5964,Dr. Gupta,Psychiatry,12,Surgery,Unavailable
5965,Dr. Iyer,Psychiatry,12,OPD,Available
5966,Dr. Patel,Pediatrics,38,Emergency,Unavailable
5967,Dr. Singh,Neurology,19,General,Available
5968,Dr. Reddy,Neurology,13,Emergency,Available
5969,Dr. Das,Psychiatry,25,Surgery,Unavailable
5970,Dr. Khan,Cardiology,13,OPD,Available
5971,Dr. Sharma,Orthopedics,3,General,Available
5972,Dr. Reddy,Dermatology,39,General,Available
5973,Dr. Iyer,Dermatology,23,Surgery,Unavailable
5974,Dr. Sharma,Neurology,17,Surgery,Unavailable
5975,Dr. Patel,Orthopedics,5,Surgery,Available
5976,Dr. Singh,Cardiology,36,OPD,Unavailable
5977,Dr. Sharma,Neurology,6,OPD,Unavailable
5978,Dr. Reddy,Neurology,31,Surgery,Unavailable
5979,Dr. Patel,Cardiology,36,Emergency,Available
5980,Dr. Patel,Cardiology,4,,Available
5981,Dr. Sharma,Cardiology,33,OPD,Available
